URN,LA (code),LA (name),EstablishmentNumber,EstablishmentName,TypeOfEstablishment (name),EstablishmentTypeGroup (name),EstablishmentStatus (name),OpenDate,CloseDate,PhaseOfEducation (name),StatutoryLowAge,StatutoryHighAge,SchoolCapacity,NumberOfPupils,NumberOfBoys,NumberOfGirls,PercentageFSM,Trusts (name),FederationFlag (name),Federations (name),UKPRN,GOR (name),UrbanRural (name),GSSLACode (name),Easting,Northing,UPRN
114260,840,County Durham,3444,St Charles' Roman Catholic Voluntary Aided Primary School,Voluntary aided school,Local authority maintained schools,Open but proposed to close,,31/05/2021,Primary,4,11,210,212,112,100,7.1,,Not under a federation,,10069781,North East,(England/Wales) Urban city and town,E06000047,426380,534588,1.00E+11
114261,840,County Durham,3461,St Mary's Roman Catholic Voluntary Aided Primary School Barnard Castle,Voluntary aided school,Local authority maintained schools,Open,,,Primary,3,11,105,97,52,45,5.2,,Not under a federation,,10075839,North East,(England/Wales) Rural town and fringe,E06000047,405279,516359,10070414076
114262,840,County Durham,3462,St Wilfrid's Roman Catholic Voluntary Aided Primary School,Voluntary aided school,Local authority maintained schools,Open,,,Primary,3,11,210,222,94,128,39.7,,Not under a federation,,10069780,North East,(England/Wales) Urban city and town,E06000047,420194,528270,2.00E+11
114264,840,County Durham,3469,St Joseph's Roman Catholic Voluntary Aided Primary School Coundon,Voluntary aided school,Local authority maintained schools,Open but proposed to close,,31/05/2021,Primary,2,11,120,110,54,56,33.6,,Not under a federation,,10069778,North East,(England/Wales) Rural town and fringe,E06000047,424145,529763,1.00E+11
114265,840,County Durham,3470,St Mary's Roman Catholic Voluntary Aided Primary School Newton Aycliffe,Voluntary aided school,Local authority maintained schools,Open,,,Primary,4,11,210,183,92,91,31.7,,Not under a federation,,10069777,North East,(England/Wales) Urban city and town,E06000047,428151,525411,1.00E+11
114267,840,County Durham,3472,St. Francis CE (Aided) Junior School,Voluntary aided school,Local authority maintained schools,Open,,,Primary,7,11,164,136,64,72,49.3,,Not under a federation,,10071025,North East,(England/Wales) Urban city and town,E06000047,426280,525288,1.00E+11
114268,840,County Durham,3481,St Patrick's Roman Catholic Voluntary Aided Primary School,Voluntary aided school,Local authority maintained schools,Open,,,Primary,4,11,105,90,47,43,6.7,,Not under a federation,,10069776,North East,(England/Wales) Rural town and fringe,E06000047,424964,540090,2.00E+11
114270,840,County Durham,3485,St Hild's College Church of England Aided Primary School Durham,Voluntary aided school,Local authority maintained schools,Open,,,Primary,2,11,180,196,92,104,43.5,,Not under a federation,,10071024,North East,(England/Wales) Urban city and town,E06000047,429395,542870,2.00E+11
114273,840,County Durham,3489,St Joseph's Roman Catholic Voluntary Aided Primary School Durham,Voluntary aided school,Local authority maintained schools,Open,,,Primary,4,11,157,130,66,64,25.4,,Supported by a federation,The St Joseph and St Thomas More RC Primary Federation,10069772,North East,(England/Wales) Urban city and town,E06000047,429279,542770,2.00E+11
114274,840,County Durham,3491,Blue Coat CofE (Aided) Junior School,Voluntary aided school,Local authority maintained schools,Open,,,Primary,7,11,240,245,120,125,10.2,,Not under a federation,,10071023,North East,(England/Wales) Urban city and town,E06000047,427430,544783,2.00E+11
114275,840,County Durham,3492,St Thomas More Roman Catholic Voluntary Aided Primary,Voluntary aided school,Local authority maintained schools,Open,,,Primary,4,11,119,87,41,46,8,,Supported by a federation,The St Joseph and St Thomas More RC Primary Federation,10069771,North East,(England/Wales) Urban city and town,E06000047,430860,543334,10013261835
114276,840,County Durham,3501,St Joseph's Catholic Primary School Murton,Voluntary aided school,Local authority maintained schools,Open,,,Primary,4,11,210,160,74,86,15.6,,Not under a federation,,10069770,North East,(England/Wales) Rural town and fringe,E06000047,439215,546876,1.00E+11
114278,840,County Durham,3504,Our Lady of Lourdes Roman Catholic Voluntary Aided Primary,Voluntary aided school,Local authority maintained schools,Open,,,Primary,4,11,168,170,89,81,18.8,,Not under a federation,,10076894,North East,(England/Wales) Urban city and town,E06000047,438617,541350,10013056831
114280,840,County Durham,3506,St Joseph's Roman Catholic Voluntary Aided Primary School Blackhall,Voluntary aided school,Local authority maintained schools,Open,,,Primary,3,11,94,68,36,32,30.9,,Not under a federation,,10076893,North East,(England/Wales) Urban city and town,E06000047,445900,539278,1.00E+11
114281,840,County Durham,3507,Our Lady Star of the Sea Roman Catholic Voluntary Aided Primary,Voluntary aided school,Local authority maintained schools,Open,,,Primary,5,11,119,103,45,58,47.6,,Not under a federation,,10076892,North East,(England/Wales) Urban city and town,E06000047,443644,542273,1.00E+11
114283,840,County Durham,3511,Blessed John Duckett Roman Catholic Voluntary Aided Primary,Voluntary aided school,Local authority maintained schools,Open,,,Primary,3,11,84,67,32,35,26.2,,Not under a federation,,10076890,North East,(England/Wales) Rural town and fringe,E06000047,412165,539392,1.00E+11
114285,840,County Durham,3513,St John's Church of England Aided Primary School Shildon,Voluntary aided school,Local authority maintained schools,Open,,,Primary,3,11,210,238,128,110,38,,Not under a federation,,10077410,North East,(England/Wales) Rural town and fringe,E06000047,423365,526462,10012057010
114289,840,County Durham,4052,Fyndoune Community College,Community school,Local authority maintained schools,Open,,,Secondary,11,16,625,139,69,70,28.1,,Supported by a federation,The Durham Federation,10007931,North East,(England/Wales) Rural town and fringe,E06000047,424312,546656,1.00E+11
114301,840,County Durham,4162,Bishop Barrington School A Sports with Mathematics College,Community school,Local authority maintained schools,Open,,,Secondary,11,16,814,766,377,389,26.9,,Not under a federation,,10014908,North East,(England/Wales) Urban city and town,E06000047,420091,528584,10014557172
114305,840,County Durham,4176,Greenfield Community College A Specialist Arts and Science School,Foundation school,Local authority maintained schools,Open,,,Secondary,11,16,1754,906,437,469,31.3,Aycliffe and Shildon Schools Education Trust,Not under a federation,,10007936,North East,(England/Wales) Urban city and town,E06000047,425861,525022,1.00E+11
114308,840,County Durham,4185,Belmont Community School,Community school,Local authority maintained schools,Open,,,Secondary,11,16,825,741,382,359,27.3,,Not under a federation,,10007896,North East,(England/Wales) Urban city and town,E06000047,430393,543509,1.00E+11
114310,840,County Durham,4191,Durham Sixth Form Centre,Community school,Local authority maintained schools,Open,,,Secondary,16,19,1290,1569,614,955,0,,Not under a federation,,10002065,North East,(England/Wales) Urban city and town,E06000047,427554,542891,2.00E+11
114311,840,County Durham,4192,Durham Community Business College for Technology and Enterprise,Community school,Local authority maintained schools,Open,,,Secondary,11,16,693,304,159,145,38.2,,Supported by a federation,The Durham Federation,10015443,North East,(England/Wales) Rural town and fringe,E06000047,423402,543025,10014549985
114312,840,County Durham,4200,Durham Johnston Comprehensive School,Community school,Local authority maintained schools,Open,,,Secondary,11,18,1600,1668,835,833,9.2,,Not under a federation,,10002066,North East,(England/Wales) Urban city and town,E06000047,426058,542805,2.00E+11
114315,840,County Durham,4218,Wellfield School,Community school,Local authority maintained schools,Open,,,Secondary,11,16,1200,809,394,415,28.7,,Not under a federation,,10015819,North East,(England/Wales) Rural town and fringe,E06000047,440204,537592,10013052001
114337,840,County Durham,7006,Elemore Hall School,Community special school,Special schools,Open,,,Not applicable,11,16,,83,79,4,51.8,,Not under a federation,,10015476,North East,(England/Wales) Rural village,E06000047,435100,544168,10013261208
114340,840,County Durham,7013,Croft Community School,Community special school,Special schools,Open,,,Not applicable,4,16,131,150,102,48,49.7,,Supported by a federation,The North & South West Durham Learning Federation,10015548,North East,(England/Wales) Urban city and town,E06000047,416268,552537,2.00E+11
114341,840,County Durham,7014,Walworth School,Community special school,Special schools,Open,,,Not applicable,4,11,90,70,59,11,67.1,,Not under a federation,,10078282,North East,(England/Wales) Urban city and town,E06000047,426627,525686,1.00E+11
114345,840,County Durham,7028,Villa Real School,Community special school,Special schools,Open,,,Not applicable,2,19,,96,65,31,57.3,,Not under a federation,,10016027,North East,(England/Wales) Urban city and town,E06000047,411546,551693,1.00E+11
114347,840,County Durham,7030,Windlestone School,Community special school,Special schools,Open but proposed to close,,30/08/2021,Not applicable,11,16,,79,75,4,54.4,,Not under a federation,,10015017,North East,(England/Wales) Rural town and fringe,E06000047,427772,530155,2.00E+11
114349,840,County Durham,7032,Durham Trinity School & Sports College,Community special school,Special schools,Open,,,Not applicable,2,19,,225,155,70,37.6,,Not under a federation,,10015323,North East,(England/Wales) Urban city and town,E06000047,426815,543990,10093045464
122170,929,Northumberland,2002,Acomb First School,Community school,Local authority maintained schools,Open,,,Primary,4,9,75,53,25,28,17,,Not under a federation,,10080107,North East,(England/Wales) Rural village,E06000057,393526,566642,1.00E+11
122171,929,Northumberland,2009,Allendale Primary School,Community school,Local authority maintained schools,Open,,,Primary,3,11,154,113,61,52,8.8,,Not under a federation,,10043797,North East,(England/Wales) Rural village in a sparse setting,E06000057,383966,555907,10000846655
122172,929,Northumberland,2015,Swansfield Park Primary School,Community school,Local authority maintained schools,Open,,,Primary,2,11,315,379,190,189,10.1,,Not under a federation,,10077646,North East,(England/Wales) Rural town and fringe in a sparse setting,E06000057,418814,612853,1.00E+11
122173,929,Northumberland,2018,Amble Links First School,Community school,Local authority maintained schools,Open,,,Primary,2,9,150,184,98,86,19,,Not under a federation,,10080106,North East,(England/Wales) Rural town and fringe in a sparse setting,E06000057,427241,604399,1.00E+11
122174,929,Northumberland,2019,Amble First School,Community school,Local authority maintained schools,Open,,,Primary,4,9,150,106,64,42,22.6,,Not under a federation,,10080105,North East,(England/Wales) Rural town and fringe in a sparse setting,E06000057,426350,604107,1.00E+11
122176,929,Northumberland,2030,Bedlington West End Primary School,Community school,Local authority maintained schools,Open,,,Primary,4,11,300,231,111,120,19.5,,Not under a federation,,10080104,North East,(England/Wales) Urban city and town,E06000057,425437,582036,1.00E+11
122177,929,Northumberland,2032,Bedlington Station Primary School,Community school,Local authority maintained schools,Open,,,Primary,3,11,262,240,128,112,29.5,,Not under a federation,,10072499,North East,(England/Wales) Urban city and town,E06000057,427636,583092,1.00E+11
122178,929,Northumberland,2033,Stakeford Primary School,Community school,Local authority maintained schools,Open,,,Primary,2,11,210,175,100,75,28.4,,Not under a federation,,10072498,North East,(England/Wales) Rural town and fringe,E06000057,427122,585655,1.00E+11
122179,929,Northumberland,2035,Cambois Primary School,Community school,Local authority maintained schools,Open,,,Primary,2,11,105,81,38,43,40.7,,Not under a federation,,10077645,North East,(England/Wales) Rural village,E06000057,430464,583857,10012421663
122180,929,Northumberland,2037,Choppington Primary School,Community school,Local authority maintained schools,Open,,,Primary,2,11,120,120,49,71,63.3,,Not under a federation,,10077644,North East,(England/Wales) Rural village,E06000057,425512,584276,1.00E+11
122181,929,Northumberland,2041,Stead Lane Primary School,Community school,Local authority maintained schools,Open,,,Primary,3,11,210,247,110,137,37.4,,Not under a federation,,10072497,North East,(England/Wales) Urban city and town,E06000057,427196,582225,10012420368
122183,929,Northumberland,2043,Bellingham Primary School,Foundation school,Local authority maintained schools,Open,,,Primary,4,11,102,61,31,30,13.1,,Supported by a federation,The Bellingham Federation,10080103,North East,(England/Wales) Rural village in a sparse setting,E06000057,384365,583118,1.00E+11
122185,929,Northumberland,2046,Spittal Community School,Community school,Local authority maintained schools,Open,,,Primary,4,9,200,159,93,66,23.3,,Not under a federation,,10080102,North East,(England/Wales) Urban city and town in a sparse setting,E06000057,400552,651610,1.00E+11
122186,929,Northumberland,2047,Tweedmouth West First School,Community school,Local authority maintained schools,Open,,,Primary,4,9,150,135,77,58,9.6,,Not under a federation,,10080101,North East,(England/Wales) Urban city and town in a sparse setting,E06000057,399244,652391,1.00E+11
